|Index|q10_resp|q1_resp|q2_resp|q3_resp|q4_resp|q5_resp|q6_resp|q7_resp|q8_resp|q9_resp|qimg|stim_id|stim_txt|complement
101|136|False|Place in the oven and bake for about 15 mins.|True|False|False|False|False|False|True|True|1prepare-the-ingredients_7_0.jpg|1962_7|Place in the oven and bake for about 15 mins.|
102|137||Garnish with red cookies or candies and croutons made of pound cake.|True|False|False|False|False|True|False||candy-salad_4_0.jpg|2504_2|Gently uncover. Pieces may break off at the ends, but this is ok--lettuce is abnormally shaped after all!Garnish with red cookies or candies and croutons made of pound cake. |Gently uncover. Pieces may break off at the ends, but this is ok--lettuce is abnormally shaped after all! 
103|138||I would suggest cutting in half to get a full bite of the best flavor.|True|False|False|False|False|True|False||cuban-sandwich_15_0.jpg|478_15|Take the sandwich and a garnish if you wish. I would suggest cutting in half to get a full bite of the best flavor.I hope you liked the instructable and more importantly, I hope you enjoy the sandwich :)Enjoy !!|Take the sandwich and a garnish if you wish. I hope you liked the instructable and more importantly, I hope you enjoy the sandwich :)Enjoy !!
104|139||Gather your Ingredients. 2 Cups Whole Wheat Flour 1/2 Cup White Flour 1/2 Cup Flax- You can use ground if your family doesnt like flax or omit it and just add a extra 1/2 cup of white flour 1 1/2 cups &#160;Salted Butter- Cold 1 Tbsp Vinegar 4 Tbsp Cold Water. 1 Egg|True|False|True|False|False|True|False||whole-wheat-flax-pie-dough_1_0.jpg|1938_1|Gather your Ingredients. 2 Cups Whole Wheat Flour 1/2 Cup White Flour 1/2 Cup Flax- You can use ground if your family doesnt like flax or omit it and just add a extra 1/2 cup of white flour 1 1/2 cups &#160;Salted Butter- Cold 1 Tbsp Vinegar 4 Tbsp Cold Water. 1 Egg|
105|140|False|After adding cornflakes just mix and add sugar to it|True|False|False|False|False|False|True|True|cornflakes-rabri_4_0.jpg|3008_4|-After adding cornflakes just mix and add sugar to it|-
106|141||this is a traditional plate in mexico mostly in oaxaca, i have catch and cooked grasshoppers my self and it is not really hard 9 but I did it in mexico) well if you get some grasshoppers or you cook them your self you can eat with almost anything now enjoy!!!!|False|False|False|False|False|False|False||how-to-cook-grasshoppers-the-mexican-way_5_0.jpg|279_2|myspace.com/daposthis is a traditional plate in mexico mostly in oaxaca, i have catch and cooked grasshoppers my self and it is not really hard 9 but I did it in mexico) well if you get some grasshoppers or you cook them your self you can eat with almost anything now enjoy!!!!|myspace.com/dapos
107|142||Instructions: See title|False|False|False|False|False|False|False||making-good-ramen_4_0.jpg|5066_2|See title|See title
108|143||Vanilla Beans Seed and Vegetable Glycerin|False|False|False|False|False|False|False||how-to-make-halal-vanilla-extract_3_0.jpg|2_3|Vanilla Beans Seed and Vegetable Glycerin|
109|144||This smoothie is very creamy and less strong than the first smoothie the ingredients are:1 banana 1 cup of strawberries 1 cup of apple juice|False|False|False|False|False|False|False||make-2-amazing-vegan-smoothies_3_0.jpg|608_3|This smoothie is very creamy and less strong than the first smoothie the ingredients are:1 banana 1 cup of strawberries  1 cup of apple juice|This smoothie is very creamy and less strong than the first smoothie the ingredients are:1 banana 1 cup of strawberries  1 cup of apple juice
110|145||Once the coconut milk is frozen you can now pour over the kiwi puree and place in the freezer for 1-2 hours for one last time until it's frozen like a popsicle!|True|False|True|True|False|True|False||diy-summer-watermelon-popsicles_6_0.jpg|3528_6|Once the coconut milk is frozen you can now pour over the kiwi puree and place in the freezer for 1-2 hours for one last time until it's frozen like a popsicle!|
111|146|False|Fill the rest of the glass with sparkling water.|True|False|False|False|False|False|True|False|berry-spritzer_3_0.jpg|1401_3|Fill the rest of the glass with sparkling water.|
112|147||Set a few Candy Hearts on top.|True|False|False|False|True|False|False||cupid-cups-frugal-gifts-for-valentines-day_4_0.jpg|4056_4|Set a few Candy Hearts on top.|
113|148||I would recommend cooking in more than one step so that it is not overdone or you have a mess in the microwave.|True|False|False|False|True|False|False||batchelor-lasagna_7_0.jpg|4829_7|All microwaves are different. I would recommend cooking in more than one step so that it is not overdone or you have a mess in the microwave.Using a loose cover is a good idea.&#160; I think we did it in two steps for a total of three minutes. Your mileage way very.|All microwaves are different. Using a loose cover is a good idea.&#160; I think we did it in two steps for a total of three minutes. Your mileage way very.
114|149|False| cut the sandwich into halves so that it is easier to eat|True|False|False|True|False|False|True|False|how-to-make-a-peanut-butter-jelly-sandwich-1_8_0.jpg|3589_8|Step eight is to cut the sandwich into halves so that it is easier to eat|Step eight is to
115|150||1 cup pizza sauce1 packaged pizza crust (any type of crust)1/4 cup pepperoni slices1 1/2 cups shredded mozzarella|True|False|True|False|False|False|False||pepperoni-pizza_1_0.jpg|805_1|1 cup pizza sauce1 packaged pizza crust (any type of crust)1/4 cup pepperoni slices1 1/2 cups shredded mozzarella|
116|151||Then after some scraping off the sides, and another 1 minute of blending, it will start to look like peanut Play-Dough...|True|False|True|False|False|True|False||homemade-peanut-butter-2-3_4_0.jpg|1326_4|Then after some scraping off the sides, and another 1 minute of blending, it will start to look like peanut Play-Dough...|
117|152||Knife Skewers Heart-Shaped Cookie Cutter Pineapple Cutting board Chocolate dipping sauce Icing writer|True|False|False|False|False|False|False||fruit-bouquets-how-to-make-valentines-chocolate-co_1_0.jpg|3299_1|Knife   Skewers   Heart-Shaped Cookie Cutter   Pineapple   Cutting board   Chocolate dipping sauce  Icing writer|Knife   Skewers   Heart-Shaped Cookie Cutter   Pineapple   Cutting board   Chocolate dipping sauce  Icing writer
118|153||Here is a list of ingredients you will need: 1 1/2 Lbs. Ground Beef 1 pack of taco seasoning 2 cans of rotel 2 cans of cream of chicken soup 1/2 small onion chopped 1/2 bell pepper chopped 2-3 jalapeno peppers seeded and chopped 16 ounce box of American process cheese (or velveeta) 1 13 ounce bag of unsalted tortilla chips finely crushed|True|False|True|False|False|False|False||tamale-pie_1_0.jpg|4607_1|Here is a list of ingredients you will need: 1 1/2 Lbs. Ground Beef 1 pack of taco seasoning 2 cans of rotel 2 cans of cream of chicken soup 1/2 small onion chopped 1/2 bell pepper chopped 2-3 jalapeno peppers seeded and chopped 16 ounce box of American process cheese (or velveeta) 1 13 ounce bag of unsalted tortilla chips finely crushed|
119|154|False|Add one teaspoon of chai to the water.|True|False|False|False|False|False|True|False|how-to-make-a-delicious-cup-of-hot-chai-latte_5_0.jpg|2964_5|Add one teaspoon of chai to the water.|
120|155||Remove small green branches and wash the grapes.|True|False|False|False|True|False|False||grape-liqueur-how-to-make-grape-liqueur_2_0.jpg|1664_2|Remove small green branches and wash the grapes. Don't squeeze them, because we are making liqueur not sirup!| Don't squeeze them, because we are making liqueur not sirup!
121|156||now use it to your hearts desire! &#160;&#160; i used mine to make mini Meat Pies!|False|False|False|False|False|False|False||whole-wheat-flax-pie-dough_4_0.jpg|1938_4|now use it to your hearts desire! &#160;&#160; i used mine to make mini Meat Pies!|
122|157|False|Use the screw driver to bend the hinge.|True|False|False|False|False|False|True|False|altoids-mini-bbq-pit_1_0.jpg|1943_1|Use the screw driver to bend the hinge.|
123|158||Preheat the oven to 180&#176;C/350&#176;F|True|False|False|False|False|True|False||how-to-make-chunky-chocolate-cookies_2_0.jpg|2971_2|Preheat the oven to 180&#176;C/350&#176;F/GasMark4.|/GasMark4.
124|159||To make rice even more easily, you could also check out some rice cooker reviews and take your rice cooking to the next level!|False|False|False|False|False|False|False||how-to-cook-rice-easily-in-a-microwave_5_0.jpg|2732_5|Enjoy!To make rice even more easily, you could also check out some rice cooker reviews and take your rice cooking to the next level!|Enjoy!
125|160||Add melted butter to it|True|False|False|False|False|True|False||curd-jantikalucrispy-curd-snacks_2_0.jpg|1330_2|-Add melted butter to it|-
126|161||Chop onions and green chillies.|True|False|False|True|False|True|False||pav-bhaji_2_0.jpg|2099_2|Chop onions and green chillies. while cutting onions try to prevent tears from your eyes.:)| while cutting onions try to prevent tears from your eyes.:)
127|162|False|Smear the walnut butter on any type of bread!|True|False|False|False|False|False|True|False|walnut-butter_2_0.jpg|3599_2|At the restaurant we tried this at they have us four simple steps to eating this walnut bitter! So after making the butter there are only a few simple steps left until this delicious snack is in your mouth! Smear the walnut butter on any type of bread! It is really good on whole wheat which is also very healthy!|At the restaurant we tried this at they have us four simple steps to eating this walnut bitter! So after making the butter there are only a few simple steps left until this delicious snack is in your mouth!  It is really good on whole wheat which is also very healthy!
128|163||For creating this snack/meal you will need: Tortillas Lettuce Cooked bacon Tomatoes Chipotle Mayo|True|False|False|False|False|False|False||sushi-for-kids_1_0.jpg|1311_1|For creating this snack/meal you will need: Tortillas Lettuce Cooked bacon Tomatoes Chipotle Mayo|
129|164|False|While the hamburger is being browned In a separate pot boil potatoes, to make mashed potatoes|True|False|False|False|False|False|True|False|beef-casserole_4_0.jpg|1878_4|While the hamburger is being browned In a separate pot boil potatoes, to make mashed potatoes|
130|165||Frost with your favorite frosting when cool|True|False|False|False|False|True|False||cupcakes-7_9_0.jpg|5427_9|Frost with your favorite frosting when cool.|.
131|166||Squeeze each of the balls with hands to get small pies with diameter of about 5 cm.|True|False|False|False|False|True|False||sweet-pumpkin-snack_10_0.jpg|4558_10|10) Squeeze each of the balls with hands to get small pies with diameter of about 5 cm.|10) 
132|167||When volume is almost reduced and rabri gets thickened add cardamom powder,nuts and raisins of your choice.|True|False|False|False|False|True|False||cornflakes-rabri_7_0.jpg|3008_7|-When volume is almost reduced and rabri gets thickened add cardamom powder,nuts and raisins of your choice.|-
133|168||A jar of yogurt Two teaspoons of condensed milk Chipped ice A teaspoon of coconut milk 1 slice of lemon 20ml of coffee (see here) A blender|True|False|False|False|False|False|False||vietnamese-yogurt-coffee-make-it-at-home_1_0.jpg|208_1|A jar of yogurt  Two teaspoons of condensed milk  Chipped ice  A  teaspoon of coconut milk  1 slice of lemon  20ml of coffee (see here)  A blender|A jar of yogurt  Two teaspoons of condensed milk  Chipped ice  A  teaspoon of coconut milk  1 slice of lemon  20ml of coffee (see here)  A blender
